ID,Difficulty,Question,Option A,Option B,Option C,Option D,Option E,Correct Answer,Explanation,Status
a104c8b5-bc0a-44d5-88e0-76542ef5a189,Hard,A 72 kg patient with an eGFR of 25 mL/min/1.73m² is prescribed aciclovir at 10 mg/kg every 8 hours. The BNF recommends a maximum single dose of 800 mg and the following renal dose adjustments: eGFR 25-50 mL/min/1.73m²: reduce to 50% of normal dose. Aciclovir injection is available as 25 mg/mL in 20 mL vials. What is the correct aciclovir dose for this patient?,90 mg,540 mg,360 mg,1080 mg,119.9 mg,C,"Step 1: Calculate the normal dose
• Normal dose = 72 kg × 10 mg/kg = 720 mg

Step 2: Check against maximum
• 720 mg is below 800 mg max, so no cap

Step 3: Apply renal dose adjustment
• eGFR 25 falls in 25–50 range: reduce to 50%
• Adjusted dose = 720 mg × 0.50 = 360 mg

Answer: 360 mg

Why other answers are wrong:
• 90 mg — Quarter of correct answer
• 540 mg — May have applied 75% instead of 50%
• 1080 mg — 1.5× the unadjusted dose
• 119.9 mg — Calculation error",approved
aee0be3c-4e65-4414-a166-35f806ce9486,Hard,A patient is started on mirtazapine for depression with insomnia using the following titration schedule: 15 mg at night for 14 days; 30 mg at night for 14 days; 45 mg at night for 28 days. Mirtazapine is available as 15 mg tablets. Tablets come in packs of 28. How many packs should be dispensed for the primary drug?,1.25 pack(s) of 28,1.67 pack(s) of 28,5 pack(s) of 28,10 pack(s) of 28,3.33 pack(s) of 28,C,"Complete steroid taper duration: To taper from 40 mg to 0 mg at 5 mg/week: Weeks = Starting dose ÷ Weekly reduction = 40 mg ÷ 5 mg/week = 8 weeks. Tapering to zero is appropriate after short courses. Longer courses may require slower final reductions (e.g., 2.5 mg or 1 mg steps) to prevent adrenal insufficiency.",approved
429ace49-d987-4304-bc18-9dbc0b35fefd,Hard,A 82 kg patient in the ICU requires dobutamine at 2.5 micrograms/kg/minute. The infusion is prepared as 250 mg in 250 mL (concentration: 1 mg/mL). The maximum recommended rate is 20 micrograms/kg/minute. Calculate the infusion rate in mL/hour.,49.2 mL/hour,6.15 mL/hour,12.3 mL/hour,4.1 mL/hour,1.23 mL/hour,C,"Step 1: Calculate the dose per minute
• Dose = 82 kg × 2.5 mcg/kg/min = 205 mcg/min

Step 2: Convert to mg per hour
• 205 mcg/min × 60 = 12300 mcg/hour = 12.3 mg/hour

Step 3: Calculate the infusion rate
• Concentration = 1 mg/mL
• Rate = 12.3 mg/hr ÷ 1 mg/mL = 12.3 mL/hour

Step 4: Confirm within maximum
• Max at 20 mcg/kg/min = 82 × 20 × 60 ÷ 1000 = 98.4 mL/hr
• 12.3 is within maximum

Answer: 12.3 mL/hour

Why other answers are wrong:
• 49.2 mL/hour — Quadruple the correct answer
• 6.15 mL/hour — Half the correct answer
• 4.1 mL/hour — One-third of correct answer
• 1.23 mL/hour — Decimal error (÷ 10)",approved
486fa01d-b42d-4988-804a-0f349c10ed24,Hard,"A 68 kg patient is receiving TPN containing 50% glucose (500 mL) and 15% amino acids (500 mL), infused over 12 hours. The maximum recommended glucose delivery is 5 g/kg/day. Calculate the glucose delivery rate in g/kg/day and determine if it is within limits.",4.05 g/kg/day,3.68 g/kg/day,0.92 g/kg/day,1.23 g/kg/day,0.37 g/kg/day,B,"Step 1: Calculate the total glucose
• 50% glucose = 0.5 g/mL
• Total glucose = 0.5 g/mL × 500 mL = 250 g

Step 2: Calculate the glucose delivery rate
• Rate = Total glucose ÷ Weight = 250 g ÷ 68 kg = 3.68 g/kg/day

Step 3: Check against maximum
• Maximum = 5 g/kg/day
• 3.68 g/kg/day is within limits

Answer: 3.68 g/kg/day (within maximum)

Why other answers are wrong:
• 4.05 g/kg/day — Calculation error
• 0.92 g/kg/day — Quarter of correct answer
• 1.23 g/kg/day — One-third of correct answer
• 0.37 g/kg/day — Decimal error (÷ 10)",approved
e77f1b1a-0e16-41c0-afec-938a349aab39,Hard,A patient is started on donepezil for Alzheimer's disease using the following titration schedule: 5 mg once daily for 28 days; 10 mg once daily for 56 days. Donepezil is available as 5 mg tablets. Calculate the total milligrams of donepezil over the entire course.,630 mg,2800 mg,700 mg,70 mg,7000 mg,C,"Step 1: Calculate the total mg for each phase
• Phase 1: 5 mg/day × 28 days = 140 mg
• Phase 2: 10 mg/day × 56 days = 560 mg

Step 2: Calculate the total
• Total = 140 + 560 = 700 mg

Answer: 700 mg

Why other answers are wrong:
• 630 mg — May have used 7 days less
• 2800 mg — Quadruple the correct answer
• 70 mg — Decimal error (÷ 10)
• 7000 mg — Decimal error (× 10)",approved
31a72740-f852-4cf6-85ed-b6be4c78c8c0,Hard,A 105 kg adult patient requires IV maintenance fluids at 30 mL/kg/day. The fluid prescribed is NaCl 0.18%/Glucose 4% with 20 mmol/L KCl added. NaCl 0.18%/Glucose 4% contains 31 mmol/L sodium. Calculate the infusion rate in mL/hour.,524.8 mL/hour,43.69 mL/hour,1312 mL/hour,13.12 mL/hour,131.2 mL/hour,E,"Step 1: Calculate the total daily fluid volume
• Volume = Weight × mL/kg/day = 105 kg × 30 mL/kg/day = 3150 mL/day

Step 2: Calculate the hourly infusion rate
• Rate = 3150 mL ÷ 24 hours = 131.25 ≈ 131.2 mL/hour

Answer: 131.2 mL/hour

Why other answers are wrong:
• 524.8 mL/hour — Quadruple the correct answer
• 43.69 mL/hour — One-third of correct answer
• 1312 mL/hour — Decimal error (× 10)
• 13.12 mL/hour — Decimal error (÷ 10)",approved
3811108d-3926-4832-a6ca-6724dc5dd518,Hard,A 80 kg palliative care patient is currently taking oxycodone 5 mg orally 6 times daily. The patient can no longer swallow and needs to be converted to IV morphine. The morphine will be given via a 24-hour syringe driver. Calculate the total 24-hour dose of IV morphine.,4.99 mg/24 hours,10 mg/24 hours,14.99 mg/24 hours,44.97 mg/24 hours,16.49 mg/24 hours,C,"Step 1: Calculate total daily oral oxycodone
• Oxycodone 5 mg × 6 doses/day = 30 mg oral oxycodone per day

Step 2: Convert oral oxycodone to oral morphine equivalent
• Oral oxycodone is approximately 1.5× the potency of oral morphine
• Oral morphine equivalent = 30 mg × 1.5 = 45 mg oral morphine per day

Step 3: Convert oral morphine to IV morphine
• Oral to IV morphine ratio = 3:1
• IV morphine = 45 mg ÷ 3 = 15 mg ≈ 14.99 mg per 24 hours

Answer: 14.99 mg/24 hours via syringe driver

Why other answers are wrong:
• 4.99 mg/24 hours — Significant underdose
• 10 mg/24 hours — May have used incorrect conversion ratios
• 44.97 mg/24 hours — Triple the correct answer
• 16.49 mg/24 hours — Calculation error",approved
a6fc68e4-4747-4cd8-922a-27ab138857f3,Easy,A patient takes paracetamol 1 g four times daily. Calculate the total daily dose in grams.,8 g,6.0 g,2.0 g,4 g,3.0 g,D,"**Total Dose Calculation**

**Formula:** Total = Single dose × Frequency × Duration

**Answer: 4 g**",approved
02063f97-580b-42c6-a363-9a8a1726297b,Hard,A 80 kg patient with an eGFR of 55 mL/min/1.73m² is prescribed vancomycin at 15 mg/kg every 12 hours. The BNF recommends a maximum single dose of 2000 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 75% of normal dose. Vancomycin injection is available as 50 mg/mL in 10 mL vials. What volume of vancomycin injection (50 mg/mL) should be drawn up?,18 mL,5.99 mL,12.01 mL,54 mL,72 mL,A,"**Pharmaceutical Calculation**

Using the standard calculation method for this type of problem:

**Answer: 180 mg**

**Method:** Apply the appropriate formula based on the given values, ensuring correct unit conversions throughout the calculation.

**Clinical note:** Always double-check calculations, especially for high-risk medications.",approved
27e725fe-f520-4ed1-96f7-e69e8449855b,Hard,A 68 kg patient with an eGFR of 50 mL/min/1.73m² is prescribed gentamicin at 5 mg/kg once daily. The BNF recommends a maximum single dose of 500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Gentamicin injection is available as 40 mg/mL in 2 mL vials. What is the correct gentamicin dose for this patient?,183.6 mg,51 mg,204 mg,408 mg,102 mg,C,"Step 1: Calculate the normal dose
• Normal dose = 68 kg × 5 mg/kg = 340 mg

Step 2: Check against maximum
• 340 mg is below 500 mg max, so no cap

Step 3: Apply renal dose adjustment
• eGFR 50 falls in 30–60 range: reduce to 60%
• Adjusted dose = 340 mg × 0.60 = 204 mg

Answer: 204 mg

Why other answers are wrong:
• 183.6 mg — Calculation error
• 51 mg — Quarter of correct answer
• 408 mg — Double (no renal adjustment divided by 2 incorrectly)
• 102 mg — Half the correct answer",approved
46b92ce9-eb06-4ea4-a221-8f15eda6b8ae,Hard,A patient is started on quetiapine for bipolar depression using the following titration schedule: 50 mg at night for 3 days; 100 mg at night for 4 days; 200 mg at night for 7 days; 300 mg at night for 42 days. Quetiapine is available as 25 mg tablets. Calculate the total milligrams of quetiapine over the entire course.,14550 mg,58200 mg,4845.1 mg,43650 mg,145500 mg,A,"Step 1: Calculate the total mg for each phase
• Phase 1: 50 mg/day × 3 days = 150 mg
• Phase 2: 100 mg/day × 4 days = 400 mg
• Phase 3: 200 mg/day × 7 days = 1400 mg
• Phase 4: 300 mg/day × 42 days = 12600 mg

Step 2: Calculate the total
• Total = 150 + 400 + 1400 + 12600 = 14550 mg

Answer: 14550 mg

Why other answers are wrong:
• 58200 mg — Quadruple the correct answer
• 4845.1 mg — One-third of correct answer
• 43650 mg — Triple the correct answer
• 145500 mg — Decimal error (× 10)",approved
40c2c1b3-c961-4678-88f5-b1d554876a1e,Hard,"A patient (weight 98 kg, height 150 cm, BSA 1.88 m²) is prescribed cyclophosphamide at 600 mg/m² as part of a chemotherapy regimen. The BNF maximum single dose is 1500 mg. The calculated dose is to be diluted in 250 mL of appropriate diluent and infused over 1 hour(s). Calculate the infusion rate in mL/hour.",275 mL/hour,25 mL/hour,83.25 mL/hour,250 mL/hour,1000 mL/hour,D,"Step 1: Calculate the dose using BSA
• Dose = 600 mg/m² × 1.88 m² = 1128 mg

Step 2: Check against maximum
• 1128 mg is below 1500 mg max, so no cap

Step 3: Calculate infusion rate
• Diluted in 250 mL, infused over 1 hour
• Rate = 250 mL ÷ 1 hour = 250 mL/hour

Answer: 250 mL/hour

Why other answers are wrong:
• 275 mL/hour — Calculation error
• 25 mL/hour — Decimal error (÷ 10)
• 83.25 mL/hour — Would imply a 3-hour infusion
• 1000 mL/hour — Would imply a 15-minute infusion",approved
6ea7ad75-2b0d-4870-a175-755489e68c11,Easy,A patient is prescribed simvastatin 40 mg at night for 30 days. How many tablets should be dispensed?,22.5 tablets,15.0 tablets,45.0 tablets,30 tablets,60 tablets,D,Statin course quantity: ON (omni nocte = every night) means once daily at bedtime. Tablets = 1/day × 30 days = 30 tablets. Statins are taken at night because cholesterol synthesis peaks overnight. A 30-day supply is standard for monthly prescriptions; 28 days aligns with calendar months.,approved
4385c403-3843-43fd-b9cf-5a698be2da37,Easy,An 80 kg patient is prescribed enoxaparin 1 mg/kg twice daily. Calculate the single dose.,60.0 mg,80 mg,160 mg,40.0 mg,120.0 mg,B,Dose = 1.0 mg/kg × 80.0 kg = 80.0 mg.,approved
cbddfdb2-0836-4708-97ce-5b231fff7bd1,Hard,A patient is started on spironolactone for heart failure (initiation) using the following titration schedule: 25 mg daily for 28 days; 50 mg daily for 28 days. Spironolactone is available as 25 mg tablets. Tablets come in packs of 28. How many packs should be dispensed for the primary drug?,3 pack(s) of 28,4.5 pack(s) of 28,3.3 pack(s) of 28,12 pack(s) of 28,2.7 pack(s) of 28,A,Two-month supply calculation: OD (once daily) for 56 days (8 weeks). Tablets = 1/day × 56 days = 56 tablets. Amlodipine is a calcium channel blocker for hypertension; 5 mg is the usual starting dose. 56-day supplies reduce pharmacy visits for stable chronic conditions.,approved
57386ee4-85f4-4f3f-bc9a-4020b2aa39a9,Hard,A patient is started on gabapentin for neuropathic pain using the following titration schedule: 300 mg once daily for 3 days; 300 mg twice daily for 4 days; 300 mg three times daily for 7 days; 400 mg three times daily for 14 days. Gabapentin is available in appropriate tablet strengths. Calculate the total milligrams of gabapentin over the entire course.,8791.2 mg,26400 mg,264000 mg,39600 mg,13200 mg,B,"Step 1: Calculate the total mg for each phase
• Phase 1: 300 mg OD × 3 days = 900 mg
• Phase 2: 300 mg BD × 4 days = 600 mg/day × 4 = 2400 mg
• Phase 3: 300 mg TDS × 7 days = 900 mg/day × 7 = 6300 mg
• Phase 4: 400 mg TDS × 14 days = 1200 mg/day × 14 = 16800 mg

Step 2: Calculate the total
• Total = 900 + 2400 + 6300 + 16800 = 26400 mg

Answer: 26400 mg

Why other answers are wrong:
• 8791.2 mg — Calculation error
• 264000 mg — Decimal error (× 10)
• 39600 mg — 1.5× the correct answer
• 13200 mg — Half the correct answer",approved
e1b9f138-c490-4697-9fe4-df08096c872b,Hard,A 67 kg patient with an eGFR of 8 mL/min/1.73m² is prescribed fluconazole at 6 mg/kg once daily. The BNF recommends a maximum single dose of 400 mg and the following renal dose adjustments: eGFR 0-29 mL/min/1.73m²: reduce to 50% of normal dose. Fluconazole injection is available as 2 mg/mL in 100 mL vials. What is the correct fluconazole dose for this patient?,800 mg,100 mg,200 mg,600 mg,66.6 mg,C,"Step 1: Calculate the normal dose
• Normal dose = 67 kg × 6 mg/kg = 402 mg

Step 2: Check against maximum
• 402 mg exceeds the maximum of 400 mg → capped at 400 mg

Step 3: Apply renal dose adjustment
• eGFR 8 falls in 0–29 range: reduce to 50%
• Adjusted dose = 400 mg × 0.50 = 200 mg

Answer: 200 mg

Why other answers are wrong:
• 800 mg — Double the uncapped dose
• 100 mg — Half the correct answer
• 600 mg — Triple the correct answer
• 66.6 mg — Calculation error",approved
fa54520c-ea27-4c27-b2ff-fc494fa7b1b5,Hard,A patient is started on levetiracetam for epilepsy (initiation) using the following titration schedule: 250 mg twice daily for 14 days; 500 mg twice daily for 14 days; 750 mg twice daily for 14 days; 1000 mg twice daily for 28 days. Levetiracetam is available as 250 mg tablets. Calculate the total number of 250 mg tablets needed for the primary drug.,3920 tablets,39.2 tablets,392 tablets,196 tablets,261.5 tablets,C,"Step 1: Calculate the total 250 mg tablets for each phase
• Phase 1: 250 mg BD × 14 days → 2 tablets/day × 14 = 28 tablets
• Phase 2: 500 mg BD × 14 days → 4 tablets/day × 14 = 56 tablets
• Phase 3: 750 mg BD × 14 days → 6 tablets/day × 14 = 84 tablets
• Phase 4: 1000 mg BD × 28 days → 8 tablets/day × 28 = 224 tablets

Step 2: Calculate the total
• Total = 28 + 56 + 84 + 224 = 392 tablets

Answer: 392 tablets

Why other answers are wrong:
• 3920 tablets — Decimal error (× 10)
• 39.2 tablets — Decimal error (÷ 10)
• 196 tablets — Half the correct answer
• 261.5 tablets — Calculation error",approved
38e8943d-6cf9-4237-ae08-4c5c471196b0,Hard,"A patient is started on warfarin for AF — loading regimen using the following titration schedule: 10 mg on day 1 for 1 days; 10 mg on day 2 for 1 days; 5 mg on day 3 for 1 days; check INR, then variable 3-5 mg daily for 25 days for 25 days. Warfarin is available in appropriate tablet strengths. Calculate the total number of 1 mg tablets needed for the primary drug.",9.32 tablets,28 tablets,2.8 tablets,18.68 tablets,42 tablets,B,Tablets/doses per day = 4. Duration = 7 days. Total = 4 × 7 = 28.,approved
64717074-d322-420c-bcee-18a7ee237d53,Easy,A 60 kg patient requires a loading dose of Digoxin at 10 mcg/kg. Calculate the total dose in mcg.,1200 mcg,300.0 mcg,450.0 mcg,600 mcg,900.0 mcg,D,"**Total Dose Calculation**

**Formula:** Total = Single dose × Frequency × Duration

**Answer: 600 mcg**",approved
71d0f731-608c-45ff-ab71-c212c9a3e3f0,Hard,A patient is started on mirtazapine for depression with insomnia using the following titration schedule: 15 mg at night for 14 days; 30 mg at night for 14 days; 45 mg at night for 28 days. Mirtazapine is available as 15 mg tablets. Tablets come in packs of 28. How many packs should be dispensed for the primary drug?,50 pack(s) of 28,5 pack(s) of 28,1.67 pack(s) of 28,5.5 pack(s) of 28,1.25 pack(s) of 28,B,Tablets/doses per day = 1. Duration = 28 days. Total = 1 × 28 = 28.,approved
d7746828-60d6-40fc-a425-d829f00cc5c1,Hard,"A patient is started on rifampicin + isoniazid + pyrazinamide + ethambutol for TB (intensive phase, 50-70 kg patient) using the following titration schedule: R 450mg + H 300mg + Z 1500mg + E 800mg daily for 56 days. Rifampicin is available as 150 mg tablets.  isoniazid 100mg tabs (packs of 56); pyrazinamide 500mg tabs (packs of 100); ethambutol 400mg tabs (packs of 56); How many packs of isoniazid 100mg tabs are needed for the full course?",3 pack(s) of 56,30 pack(s) of 56,1 pack(s) of 56,9 pack(s) of 56,2 pack(s) of 56,A,Short-course antibiotic quantity: BD (twice daily) for 3 days. Tablets = 2/day × 3 days = 6 tablets. Trimethoprim 200 mg BD for 3 days is first-line treatment for uncomplicated UTI in women. Short courses improve compliance and reduce antibiotic resistance while maintaining efficacy.,approved
e9ca9710-6dba-4a75-854b-a916c01fcb36,Hard,A patient is started on H. pylori triple therapy for H. pylori eradication using the following titration schedule: omeprazole 20mg BD + amoxicillin 1g BD + clarithromycin 500mg BD for 7 days. H. is available as 20 mg tablets.  amoxicillin 500mg caps (packs of 21); clarithromycin 250mg tabs (packs of 14); Tablets come in packs of 28. How many packs should be dispensed for the primary drug?,0.9 pack(s) of 28,1 pack(s) of 28,0.1 pack(s) of 28,0.67 pack(s) of 28,3 pack(s) of 28,B,Tablets/doses per day = 1. Duration = 90 days. Total = 1 × 90 = 90.,approved
7ed88604-3b1d-4bbd-a98a-df8fa4942ff1,Hard,A 55 kg patient with an eGFR of 20 mL/min/1.73m² is prescribed fluconazole at 6 mg/kg once daily. The BNF recommends a maximum single dose of 400 mg and the following renal dose adjustments: eGFR 0-29 mL/min/1.73m²: reduce to 50% of normal dose. Fluconazole injection is available as 2 mg/mL in 100 mL vials. What volume of fluconazole injection (2 mg/mL) should be drawn up?,41.25 mL,27.47 mL,825 mL,20.62 mL,82.5 mL,E,"Step 1: Calculate the normal dose
• Normal dose = 55 kg × 6 mg/kg = 330 mg

Step 2: Check against maximum
• 330 mg is below 400 mg max, so no cap

Step 3: Apply renal dose adjustment
• eGFR 20 falls in 0–29 range: reduce to 50%
• Adjusted dose = 330 mg × 0.50 = 165 mg

Step 4: Calculate volume
• Concentration = 2 mg/mL
• Volume = 165 mg ÷ 2 mg/mL = 82.5 mL

Answer: 82.5 mL

Why other answers are wrong:
• 41.25 mL — Half the correct answer
• 27.47 mL — Calculation error
• 825 mL — Decimal error (× 10)
• 20.62 mL — Quarter of correct answer",approved
